X,Y,fid,Source,Impact,STATE,COUNTYNAME,FIPS
-82.16168,35.54508,"2171",FO,Building,NC,McDowell,"37111"
-82.42278,35.62562,"2172",FO,Road,NC,Buncombe,"37021"
-81.78948,36.29872,"2173",FO,Road,NC,Watauga,"37189"
-82.4935,35.61009,"2174",FO,Road,NC,Buncombe,"37021"
-82.31613,35.64029,"2175",FO,Road,NC,Buncombe,"37021"
-82.49243,35.58277,"2176",FO,Other,NC,Buncombe,"37021"
-81.14539,36.56787,"2177","FO,S2",Road,NC,Alleghany,"37005"
-82.41355,35.62882,"2178",FO,Road,NC,Buncombe,"37021"
-81.79466,36.29572,"2179",FO,Road,NC,Watauga,"37189"
-81.7779,36.29317,"2180",FO,Other,NC,Watauga,"37189"
-81.93304,36.15546,"2181",FO,UNCLEAR,NC,Avery,"37011"
-81.52489,36.38648,"2182","FO,S2",Road,NC,Ashe,"37009"
-81.79201,36.29942,"2183",FO,Road,NC,Watauga,"37189"
-82.16232,35.54477,"2184",FO,Road,NC,McDowell,"37111"
-82.49348,35.58239,"2185",FO,Road,NC,Buncombe,"37021"
-82.30994,35.5925,"2186",FO,Building,NC,Buncombe,"37021"
-82.46796,35.40163,"2187",FO,River,NC,Henderson,"37089"
-82.56615,35.61956,"2188",FO,Building,NC,Buncombe,"37021"
-82.41537,35.62929,"2189",FO,Road,NC,Buncombe,"37021"
-82.30362,35.40533,"2190","FO,S2",Road,NC,Henderson,"37089"
-82.49239,35.58278,"2191",FO,Other,NC,Buncombe,"37021"
-82.38171,35.61839,"2192",FO,Building,NC,Buncombe,"37021"
-82.3022,35.40168,"2193","FO,S2",Building,NC,Henderson,"37089"
-81.15647,36.5764,"2194","FO,S2",Other,VA,Grayson,"51077"
-82.30224,35.40241,"2195","FO,S2",Road,NC,Henderson,"37089"
-82.49227,35.58285,"2196",FO,Other,NC,Buncombe,"37021"
-82.45252,35.37533,"2197",FO,Building,NC,Henderson,"37089"
-82.30417,35.40742,"2198",FO,Other,NC,Henderson,"37089"
-81.94525,36.17276,"2199",FO,Road,NC,Avery,"37011"
-82.30376,35.4081,"2200",FO,NONE,NC,Henderson,"37089"
-81.93349,36.05344,"2201",FO,Other,NC,Avery,"37011"
-81.73687,36.26536,"2202","FO,S2",Various,NC,Watauga,"37189"
-81.94291,36.1715,"2203",FO,UNCLEAR,NC,Avery,"37011"
-82.49226,35.5826,"2204",FO,Other,NC,Buncombe,"37021"
-82.40141,35.89604,"2205",FO,NONE,NC,Yancey,"37199"
-82.49229,35.58299,"2206",FO,Other,NC,Buncombe,"37021"
-82.45096,35.38059,"2207",FO,Other,NC,Henderson,"37089"
-81.76112,36.27346,"2208","FO,S2",Road,NC,Watauga,"37189"
-81.93733,36.15206,"2209","FO,S2",River,NC,Avery,"37011"
-82.49343,35.58225,"2210",FO,Road,NC,Buncombe,"37021"
-82.49211,35.58321,"2211",FO,Other,NC,Buncombe,"37021"
-81.52483,36.3857,"2212",FO,Road,NC,Ashe,"37009"
-82.31221,35.41286,"2213","FO,S2",UNCLEAR,NC,Henderson,"37089"
-82.49558,35.6106,"2214",FO,Other,NC,Buncombe,"37021"
-82.47209,35.65752,"2215",FO,UNCLEAR,NC,Buncombe,"37021"
-81.9397,36.16271,"2216",FO,Other,NC,Avery,"37011"
-82.45758,35.63791,"2217",FO,Other,NC,Buncombe,"37021"
