X,Y,fid,Source,Impact,STATE,COUNTYNAME,FIPS
-82.44061,35.42718,"1003",S2,UNCLEAR,NC,Henderson,"37089"
-82.42631,35.39855,"1004",S2,River,NC,Henderson,"37089"
-82.39669,35.23454,"1005",S2,River,NC,Henderson,"37089"
-82.3971,35.23418,"1006",S2,River,NC,Henderson,"37089"
-82.39759,35.23386,"1007",S2,River,NC,Henderson,"37089"
-82.3979,35.23361,"1008",S2,River,NC,Henderson,"37089"
-82.41984,35.18735,"1009",S2,Road,SC,Greenville,"45045"
-82.23357,35.64324,"1010","S2,UA",Various,NC,McDowell,"37111"
-81.65583,36.42944,"1011",CAP,Road,NC,Ashe,"37009"
-82.69636,35.0739,"1012",S2,River,SC,Greenville,"45045"
-82.20852,35.63151,"1013","PL,S2,UA",Other,NC,McDowell,"37111"
-81.50748,36.46755,"1014","CAP,S2",Road,NC,Ashe,"37009"
-82.69012,35.00719,"1015",S2,UNCLEAR,SC,Pickens,"45077"
-81.49361,36.48528,"1016",CAP,Road,NC,Ashe,"37009"
-82.64338,34.97691,"1017",S2,UNCLEAR,SC,Pickens,"45077"
-82.41473,35.11311,"1018",S2,NONE,SC,Greenville,"45045"
-82.40046,35.12631,"1019",S2,NONE,SC,Greenville,"45045"
-82.35783,35.04005,"1020",S2,UNCLEAR,SC,Greenville,"45045"
-82.56262,35.09398,"1021",S2,UNCLEAR,SC,Greenville,"45045"
-82.38156,35.43333,"1022",S2,Various,NC,Henderson,"37089"
-82.38505,35.41032,"1023",S2,River,NC,Henderson,"37089"
-82.56284,35.13909,"1024",S2,NONE,SC,Greenville,"45045"
-82.36406,35.2896,"1025","NO,S2",UNCLEAR,NC,Henderson,"37089"
-82.47171,35.08872,"1026",S2,Road,SC,Greenville,"45045"
-82.35798,35.28985,"1027","NO,S2",River,NC,Henderson,"37089"
-82.35761,35.29185,"1028","NO,S2",River,NC,Henderson,"37089"
-82.35756,35.29234,"1029","NO,S2",River,NC,Henderson,"37089"
-82.35728,35.29263,"1030","NO,S2",River,NC,Henderson,"37089"
-82.35299,35.29602,"1031","NO,S2",River,NC,Henderson,"37089"
-82.34931,35.30352,"1032",S2,River,NC,Henderson,"37089"
-82.38825,35.16643,"1033",S2,NONE,SC,Greenville,"45045"
-82.43609,35.16626,"1034",S2,Road,SC,Greenville,"45045"
-82.43427,35.16601,"1035",S2,Road,SC,Greenville,"45045"
-82.34555,35.17364,"1036",S2,Other,SC,Greenville,"45045"
-82.34129,35.17459,"1037",S2,Other,SC,Greenville,"45045"
-82.32654,35.17277,"1038",S2,NONE,SC,Greenville,"45045"
-82.30081,35.17373,"1039",S2,NONE,SC,Greenville,"45045"
-82.31836,35.16081,"1040",S2,NONE,SC,Greenville,"45045"
-82.32724,35.14604,"1041",S2,Road,SC,Greenville,"45045"
-82.32067,35.141,"1042",S2,Building,SC,Greenville,"45045"
-82.30873,35.21828,"1043",S2,Road,NC,Polk,"37149"
-82.25369,35.21058,"1044",S2,UNCLEAR,NC,Polk,"37149"
-82.29607,35.16543,"1045",S2,NONE,SC,Greenville,"45045"
-82.30424,35.1648,"1046",S2,NONE,SC,Greenville,"45045"
-83.72798,35.75566,"1047",S2,UNCLEAR,TN,Sevier,"47155"
-82.49722,35.65458,"1048","FO,NO,PC,PL,S2",Road,NC,Buncombe,"37021"
-81.47626,36.3589,"1049",UA,Building,NC,Ashe,"37009"
-82.16911,35.93415,"1050","PL,S2,UA",Various,NC,Mitchell,"37121"
-82.16887,35.93452,"1051","PL,S2,UA",Various,NC,Mitchell,"37121"
-82.16865,35.93479,"1052","PL,S2,UA",Various,NC,Mitchell,"37121"
-82.16808,35.93518,"1053","PL,S2,UA",Various,NC,Mitchell,"37121"
-81.48495,36.35972,"1054",S2,Road,NC,Ashe,"37009"
-82.08496,36.00644,"1055","PL,S2,UA",Road,NC,Mitchell,"37121"
-82.07316,36.02273,"1056","S2,UA",Building,NC,Mitchell,"37121"
-82.0028,36.00102,"1057","S2,UA",Road,NC,Avery,"37011"
-82.00162,36.00026,"1058","S2,UA",Road,NC,Avery,"37011"
-81.97104,36.00804,"1059","S2,UA",Building,NC,Avery,"37011"
-81.97143,36.00778,"1060","S2,UA",NONE,NC,Avery,"37011"
-81.97597,36.00471,"1061","NO,UA",Road,NC,Avery,"37011"
-82.06786,36.02596,"1062","S2,UA",River,NC,Mitchell,"37121"
-82.06854,36.01509,"1063","PL,S2",River,NC,Mitchell,"37121"
-82.10734,36.04428,"1064","PL,S2",Road,NC,Mitchell,"37121"
-82.20063,35.42136,"1065","S2,UA",Road,NC,Rutherford,"37161"
-82.10401,36.03533,"1066","PL,S2",River,NC,Mitchell,"37121"
-82.10792,36.03019,"1067","PL,S2,UA",NONE,NC,Mitchell,"37121"
-81.75929,36.2729,"1068",FO,Road,NC,Watauga,"37189"
-82.27308,35.44106,"1069",UA,River,NC,Rutherford,"37161"
-81.57659,36.26224,"1070",FO,Road,NC,Watauga,"37189"
-82.27323,35.44241,"1071",UA,NONE,NC,Rutherford,"37161"
-81.57623,36.26147,"1072",FO,Building,NC,Watauga,"37189"
-82.28105,35.44243,"1073",UA,River,NC,Henderson,"37089"
-81.58783,36.20149,"1074",S2,Road,NC,Watauga,"37189"
-82.37406,35.26955,"1075",S2,UNCLEAR,NC,Henderson,"37089"
-82.34886,35.26346,"1076",S2,NONE,NC,Henderson,"37089"
-82.37803,35.23829,"1077",S2,Road,NC,Henderson,"37089"
-82.37714,35.23851,"1078",S2,Road,NC,Henderson,"37089"
-83.60421,35.90024,"1079",S2,Building,TN,Sevier,"47155"
-82.36217,35.65783,"1080","PC,S2",Road,NC,Buncombe,"37021"
-82.38519,35.27428,"1081",S2,NONE,NC,Henderson,"37089"
-82.35432,35.66055,"1082","PC,S2",Various,NC,Buncombe,"37021"
-82.35396,35.27914,"1083",S2,River,NC,Henderson,"37089"
-82.34819,35.27413,"1084",S2,UNCLEAR,NC,Henderson,"37089"
-82.34748,35.27239,"1085",S2,UNCLEAR,NC,Henderson,"37089"
-82.34614,35.27284,"1086","PL,S2",UNCLEAR,NC,Polk,"37149"
-82.36608,35.23088,"1087",S2,Road,NC,Henderson,"37089"
-82.38093,35.19411,"1088",S2,NONE,NC,Henderson,"37089"
-82.38235,35.19319,"1089",S2,NONE,NC,Henderson,"37089"
-82.32264,35.36323,"1090",S2,UNCLEAR,NC,Henderson,"37089"
-82.32466,35.59506,"1091",PC,Road,NC,Buncombe,"37021"
-82.32411,35.5959,"1092",NO,Various,NC,Buncombe,"37021"
-82.33121,35.26569,"1093","S2,UA",River,NC,Polk,"37149"
-82.3306,35.26687,"1094","S2,UA",River,NC,Polk,"37149"
-82.34194,35.27016,"1095",S2,River,NC,Polk,"37149"
-82.34103,35.26935,"1096",S2,River,NC,Polk,"37149"
-82.3382,35.21895,"1097",S2,River,NC,Polk,"37149"
-82.33966,35.22026,"1098",S2,Road,NC,Polk,"37149"
-82.34014,35.21928,"1099",S2,Road,NC,Polk,"37149"
-82.3407,35.21924,"1100",S2,Road,NC,Polk,"37149"
-82.34252,35.21898,"1101",S2,River,NC,Polk,"37149"
-82.34497,35.21886,"1102",S2,Road,NC,Polk,"37149"
-82.34146,35.58427,"1103","FO,PL",Other,NC,Buncombe,"37021"
-81.60702,36.23251,"1104",S2,Road,NC,Watauga,"37189"
-81.6731,35.56659,"1105",S2,NONE,NC,Cleveland,"37045"
-81.66564,35.56036,"1106",S2,NONE,NC,Cleveland,"37045"
-81.60914,35.57041,"1107",S2,River,NC,Burke,"37023"
-82.27767,35.42135,"1108",S2,Road,NC,Henderson,"37089"
-82.24924,35.42034,"1109",S2,UNCLEAR,NC,Rutherford,"37161"
-82.5119,35.34421,"1110",FO,Road,NC,Henderson,"37089"
-82.51123,35.34395,"1111",FO,Road,NC,Henderson,"37089"
-82.50715,35.34723,"1112",FO,NONE,NC,Henderson,"37089"
-82.2945,35.34166,"1113",S2,Various,NC,Polk,"37149"
-82.29505,35.33551,"1114",S2,Road,NC,Polk,"37149"
-82.29375,35.33145,"1115",S2,Road,NC,Polk,"37149"
-82.28019,35.31416,"1116",S2,UNCLEAR,NC,Polk,"37149"
-82.29284,35.30145,"1117","PL,S2",NONE,NC,Polk,"37149"
-82.25152,35.27842,"1118",S2,River,NC,Polk,"37149"
-82.28841,35.25856,"1119",S2,UNCLEAR,NC,Polk,"37149"
-82.29187,35.25733,"1120",S2,UNCLEAR,NC,Polk,"37149"
-82.25996,35.24689,"1121",S2,Road,NC,Polk,"37149"
-82.25787,35.24663,"1122",S2,Road,NC,Polk,"37149"
-82.26784,35.23664,"1123",S2,Building,NC,Polk,"37149"
-82.74734,36.01614,"1124",S2,NONE,TN,Greene,"47059"
-82.81401,35.59574,"1125",S2,Road,NC,Haywood,"37087"
-82.81768,35.5946,"1126",S2,Building,NC,Haywood,"37087"
-82.81813,35.59298,"1127",S2,Building,NC,Haywood,"37087"
-82.81901,35.59254,"1128",S2,Building,NC,Haywood,"37087"
-82.81906,35.59195,"1129",S2,Building,NC,Haywood,"37087"
-82.82288,35.61618,"1130",S2,NONE,NC,Haywood,"37087"
-82.83208,35.60749,"1131",S2,NONE,NC,Haywood,"37087"
-82.82648,35.61247,"1132",S2,NONE,NC,Haywood,"37087"
-82.84888,35.58758,"1133",S2,NONE,NC,Haywood,"37087"
-82.88512,35.62237,"1134",S2,UNCLEAR,NC,Haywood,"37087"
-82.88877,35.62083,"1135",S2,UNCLEAR,NC,Haywood,"37087"
-82.88263,35.62156,"1136",S2,UNCLEAR,NC,Haywood,"37087"
-82.89004,35.61242,"1137",S2,UNCLEAR,NC,Haywood,"37087"
-82.21254,35.27205,"1138",S2,Various,NC,Polk,"37149"
-82.21473,35.26999,"1139",S2,River,NC,Polk,"37149"
-82.87915,35.62527,"1140",S2,UNCLEAR,NC,Haywood,"37087"
-82.8912,35.66425,"1141",S2,UNCLEAR,NC,Haywood,"37087"
-82.90502,35.68905,"1142",S2,UNCLEAR,NC,Haywood,"37087"
-82.90581,35.68864,"1143",S2,UNCLEAR,NC,Haywood,"37087"
-82.91288,35.70955,"1144",S2,River,NC,Haywood,"37087"
-83.09895,35.57742,"1145",S2,UNCLEAR,NC,Haywood,"37087"
-83.14262,35.56304,"1146",S2,NONE,NC,Haywood,"37087"
-81.57325,36.4152,"1147",UA,Road,NC,Ashe,"37009"
-82.80856,35.58817,"1148",S2,Building,NC,Haywood,"37087"
-82.81235,35.58487,"1149",S2,NONE,NC,Haywood,"37087"
-82.81679,35.58245,"1150",S2,Building,NC,Haywood,"37087"
-82.81632,35.57845,"1151",S2,NONE,NC,Haywood,"37087"
-83.08136,35.76916,"1152",UA,Road,NC,Haywood,"37087"
-83.6766,35.70533,"1153",UA,UNCLEAR,TN,Sevier,"47155"
-83.05185,35.75719,"1154",UA,Road,NC,Haywood,"37087"
-82.25147,35.56796,"1155",S2,River,NC,McDowell,"37111"
-82.24621,35.57626,"1156",S2,UNCLEAR,NC,McDowell,"37111"
-82.27279,35.51621,"1157",S2,Various,NC,Buncombe,"37021"
-82.25863,35.57166,"1158",UA,Road,NC,McDowell,"37111"
-82.25959,35.57116,"1159",UA,Road,NC,McDowell,"37111"
-82.26043,35.57089,"1160",UA,Road,NC,McDowell,"37111"
-82.28086,35.57219,"1161","S2,UA",Road,NC,Buncombe,"37021"
-82.26702,35.53829,"1162","S2,UA",Various,NC,Buncombe,"37021"
-82.26616,35.53447,"1163","S2,UA",UNCLEAR,NC,Buncombe,"37021"
-82.27631,35.50875,"1164","S2,UA",Road,NC,Buncombe,"37021"
-82.27523,35.50855,"1165","S2,UA",Road,NC,Buncombe,"37021"
-82.30329,35.50995,"1166",S2,Road,NC,Buncombe,"37021"
-82.30102,35.5057,"1167",S2,NONE,NC,Buncombe,"37021"
-82.30911,35.48442,"1168","PL,S2",Road,NC,Henderson,"37089"
-82.33675,35.58826,"1169","FO,S2,UA",UNCLEAR,NC,Buncombe,"37021"
-82.02166,35.70597,"1170",S2,Road,NC,McDowell,"37111"
-81.98203,35.70554,"1171",S2,Other,NC,McDowell,"37111"
-82.34748,35.58248,"1172",FO,UNCLEAR,NC,Buncombe,"37021"
-82.34715,35.58188,"1173",FO,UNCLEAR,NC,Buncombe,"37021"
-82.34152,35.58701,"1174","FO,S2,UA",Building,NC,Buncombe,"37021"
-82.19963,35.88645,"1175",S2,River,NC,Yancey,"37199"
-82.17926,35.88385,"1176",S2,NONE,NC,Yancey,"37199"
-82.20532,35.68662,"1177",S2,Road,NC,McDowell,"37111"
-82.20981,35.68505,"1178",S2,Other,NC,McDowell,"37111"
-82.15671,35.881,"1179","NO,S2",NONE,NC,Yancey,"37199"
-82.14873,35.85815,"1180",S2,River,NC,Yancey,"37199"
-82.2418,35.70049,"1181",S2,NONE,NC,McDowell,"37111"
-82.23313,35.68213,"1182",S2,NONE,NC,McDowell,"37111"
-82.23322,35.6883,"1183",S2,NONE,NC,McDowell,"37111"
-82.23112,35.68935,"1184",S2,NONE,NC,McDowell,"37111"
-82.16271,35.83707,"1185",S2,Other,NC,Yancey,"37199"
-82.22532,35.68426,"1186",S2,Road,NC,McDowell,"37111"
-82.2269,35.68733,"1187",S2,Road,NC,McDowell,"37111"
-82.21546,35.72269,"1188",S2,Road,NC,McDowell,"37111"
-82.21544,35.71641,"1189",S2,River,NC,McDowell,"37111"
-82.23759,35.66846,"1190",S2,NONE,NC,McDowell,"37111"
-82.13855,35.82844,"1191",S2,UNCLEAR,NC,Mitchell,"37121"
-82.12953,35.82293,"1192",S2,River,NC,McDowell,"37111"
-82.16887,35.77391,"1193",S2,Road,NC,Yancey,"37199"
-82.16727,35.77376,"1194",S2,Road,NC,Yancey,"37199"
-82.21629,35.66601,"1195",S2,NONE,NC,McDowell,"37111"
-82.21053,35.66132,"1196",S2,NONE,NC,McDowell,"37111"
-82.22341,35.65246,"1197",S2,River,NC,McDowell,"37111"
-82.21843,35.64916,"1198",S2,River,NC,McDowell,"37111"
-82.20821,35.63566,"1199",S2,UNCLEAR,NC,McDowell,"37111"
-82.0905,35.98765,"1200",S2,River,NC,Mitchell,"37121"
-82.24134,35.6522,"1201","PL,S2",Road,NC,McDowell,"37111"
-82.24104,35.65175,"1202","PL,S2",Road,NC,McDowell,"37111"
-82.2474,35.63572,"1203",S2,Other,NC,McDowell,"37111"
-82.25001,35.63658,"1204",S2,Road,NC,McDowell,"37111"
-82.11055,35.79453,"1205",S2,River,NC,McDowell,"37111"
-82.11232,35.79284,"1206",S2,River,NC,McDowell,"37111"
-82.25288,35.6365,"1207","PL,S2",Other,NC,McDowell,"37111"
-82.08571,35.81031,"1208",S2,NONE,NC,McDowell,"37111"
-82.24656,35.64025,"1209","PL,S2",NONE,NC,McDowell,"37111"
-82.25459,35.63366,"1210","PL,S2",Road,NC,McDowell,"37111"
-82.2731,35.62856,"1211",S2,Road,NC,Buncombe,"37021"
-82.24179,35.60814,"1212",S2,NONE,NC,McDowell,"37111"
-82.24784,35.60638,"1213",S2,River,NC,McDowell,"37111"
-81.99225,35.79336,"1214",S2,NONE,NC,McDowell,"37111"
-82.29428,35.58597,"1215","PL,S2",Road,NC,Buncombe,"37021"
-82.29788,35.58419,"1216","PL,S2",River,NC,Buncombe,"37021"
-82.29905,35.58577,"1217","PL,S2",Road,NC,Buncombe,"37021"
-81.95008,36.08218,"1218","S2,UA",Building,NC,Avery,"37011"
-81.93727,36.07193,"1219","S2,UA",UNCLEAR,NC,Avery,"37011"
-81.93748,36.06986,"1220","S2,UA",UNCLEAR,NC,Avery,"37011"
-81.93864,36.0664,"1221",S2,UNCLEAR,NC,Avery,"37011"
-81.91719,35.72524,"1222","NO,S2",Other,NC,McDowell,"37111"
-81.85907,36.01153,"1223",S2,Road,NC,Avery,"37011"
-81.89991,35.99315,"1224",S2,NONE,NC,Burke,"37023"
-81.86259,35.93193,"1225",S2,Road,NC,Burke,"37023"
-81.90811,35.85662,"1226",S2,NONE,NC,Burke,"37023"
-81.77313,36.05512,"1227",S2,River,NC,Avery,"37011"
-81.78128,36.00899,"1228",S2,NONE,NC,Avery,"37011"
-81.7789,35.98441,"1229",S2,River,NC,Caldwell,"37027"
-81.78239,35.98185,"1230",S2,River,NC,Caldwell,"37027"
-81.85914,36.00876,"1231","S2,UA",Road,NC,Avery,"37011"
-82.61481,35.61027,"1232","FO,S2",Road,NC,Buncombe,"37021"
-82.56593,35.65697,"1233",FO,Road,NC,Buncombe,"37021"
-82.54085,35.61795,"1234",FO,Road,NC,Buncombe,"37021"
-82.30553,35.61794,"1235","FO,UA",Building,NC,Buncombe,"37021"
-82.36301,35.22613,"1236",UA,NONE,NC,Henderson,"37089"
-82.36571,35.2254,"1237",UA,NONE,NC,Henderson,"37089"
-82.34554,35.23198,"1238",UA,Other,NC,Polk,"37149"
-82.27401,35.27013,"1239",UA,Road,NC,Polk,"37149"
-82.37877,35.75232,"1240","PC,S2",Road,NC,Buncombe,"37021"
-82.43913,35.72561,"1241",S2,NONE,NC,Buncombe,"37021"
-82.3474,35.62549,"1242","NO,PL,S2",UNCLEAR,NC,Buncombe,"37021"
-82.40379,35.61667,"1243","NO,S2",Road,NC,Buncombe,"37021"
-82.40426,35.61657,"1244","NO,S2",Road,NC,Buncombe,"37021"
-82.39154,35.62193,"1245","NO,PL,S2",Road,NC,Buncombe,"37021"
-82.39335,35.6204,"1246","NO,PL,S2",Road,NC,Buncombe,"37021"
-82.39296,35.61958,"1247","NO,PL,S2",Road,NC,Buncombe,"37021"
-82.39333,35.61921,"1248","NO,PL,S2",Road,NC,Buncombe,"37021"
-82.39308,35.62136,"1249","NO,PL,S2",Road,NC,Buncombe,"37021"
-82.35055,35.5943,"1250","NO,S2",NONE,NC,Buncombe,"37021"
-82.36647,35.67394,"1251",S2,NONE,NC,Buncombe,"37021"
-82.29816,35.60979,"1252","NO,S2",Building,NC,Buncombe,"37021"
-82.4276,35.64718,"1253","PL,S2",River,NC,Buncombe,"37021"
-82.45579,35.55498,"1254","NO,S2",Road,NC,Buncombe,"37021"
-82.37038,35.54631,"1255","PL,S2",Road,NC,Buncombe,"37021"
-82.79116,35.50157,"1256",S2,NONE,NC,Haywood,"37087"
-82.33378,35.57238,"1257","PL,S2",Various,NC,Buncombe,"37021"
-82.33307,35.56669,"1258","PL,S2",Various,NC,Buncombe,"37021"
-82.33762,35.56196,"1259","PL,S2",Various,NC,Buncombe,"37021"
-82.32552,35.49793,"1260","PL,S2",Road,NC,Buncombe,"37021"
-82.32608,35.50148,"1261","PL,S2",Road,NC,Buncombe,"37021"
-82.32576,35.4989,"1262","PL,S2",Road,NC,Buncombe,"37021"
-82.32651,35.50056,"1263","PL,S2",Road,NC,Buncombe,"37021"
-82.28157,35.40228,"1264",S2,NONE,NC,Henderson,"37089"
-82.29801,35.46617,"1265",S2,Road,NC,Henderson,"37089"
-82.31379,35.47054,"1266",S2,NONE,NC,Henderson,"37089"
-82.33366,35.47484,"1267","PL,S2",Road,NC,Henderson,"37089"
-82.33188,35.4739,"1268","PL,S2",Road,NC,Henderson,"37089"
-82.37608,35.46448,"1269",S2,NONE,NC,Buncombe,"37021"
-82.34395,35.52434,"1270",S2,Building,NC,Buncombe,"37021"
-83.11402,35.50409,"1271",S2,UNCLEAR,NC,Haywood,"37087"
-82.34249,35.53002,"1272",S2,NONE,NC,Buncombe,"37021"
-83.11784,35.53584,"1273",S2,NONE,NC,Haywood,"37087"
-82.35418,35.53503,"1274","PL,S2,UA",Various,NC,Buncombe,"37021"
-82.95329,35.46831,"1275",S2,UNCLEAR,NC,Haywood,"37087"
-82.32176,35.53241,"1276","PL,S2",Building,NC,Buncombe,"37021"
-82.33369,35.52416,"1277","PL,S2",Road,NC,Buncombe,"37021"
-82.32389,35.52349,"1278",S2,Building,NC,Buncombe,"37021"
-82.32145,35.41361,"1279","PL,S2",Other,NC,Henderson,"37089"
-82.31254,35.39758,"1280","PL,S2",Road,NC,Henderson,"37089"
-82.30664,35.39751,"1281","PL,S2",Road,NC,Henderson,"37089"
-82.29025,35.52375,"1282","PL,S2",Building,NC,Buncombe,"37021"
-82.28642,35.5161,"1283","PL,S2",Various,NC,Buncombe,"37021"
-82.32373,35.51479,"1284","PL,S2",Building,NC,Buncombe,"37021"
-82.39351,35.45228,"1285","PL,S2",NONE,NC,Henderson,"37089"
-82.39978,35.40892,"1286","PL,S2",NONE,NC,Henderson,"37089"
-82.07914,35.5056,"1287","S2,UA",Other,NC,Rutherford,"37161"
-81.58508,36.51387,"1288","S2,UA",Building,NC,Ashe,"37009"
-81.58709,36.51267,"1289",S2,Road,NC,Ashe,"37009"
-82.28916,35.4614,"1290","PL,UA",River,NC,Henderson,"37089"
-82.28998,35.45922,"1291","PL,UA",River,NC,Henderson,"37089"
-82.29021,35.45868,"1292","PL,UA",River,NC,Henderson,"37089"
-82.29058,35.45573,"1293",UA,Building,NC,Henderson,"37089"
-81.57373,36.51078,"1294",S2,Building,NC,Ashe,"37009"
-81.63126,36.51907,"1295","S2,UA",Road,NC,Ashe,"37009"
-82.29228,35.44392,"1296",UA,Road,NC,Henderson,"37089"
-82.29082,35.44719,"1297","PL,UA",River,NC,Henderson,"37089"
-82.29343,35.45729,"1298","PL,UA",Other,NC,Henderson,"37089"
-82.29441,35.45247,"1299",UA,Building,NC,Henderson,"37089"
-81.58457,36.51439,"1300","S2,UA",Building,NC,Ashe,"37009"
-81.58451,36.5134,"1301","S2,UA",Building,NC,Ashe,"37009"
-82.30707,35.46971,"1302",UA,River,NC,Henderson,"37089"
-82.38184,36.61743,"1303",S2,NONE,VA,Scott,"51169"
-82.3112,35.46183,"1304","PL,UA",Road,NC,Henderson,"37089"
-82.21574,36.66427,"1305","PL,S2",NONE,VA,Washington,"51191"
-82.21445,36.6628,"1306",PL,UNCLEAR,VA,Washington,"51191"
-82.2252,36.66701,"1307",S2,Other,VA,Washington,"51191"
-82.24317,36.68495,"1308","PL,S2",NONE,VA,Washington,"51191"
-82.25505,36.67729,"1309","PL,S2",NONE,VA,Washington,"51191"
-82.2666,36.64807,"1310","PL,S2",NONE,VA,Washington,"51191"
-82.31196,36.66758,"1311","PL,S2",Other,VA,Washington,"51191"
-82.30639,35.61303,"1312","PL,UA",Other,NC,Buncombe,"37021"
-82.30585,35.61416,"1313","PL,UA",Other,NC,Buncombe,"37021"
-82.30337,35.61629,"1314","PL,UA",Road,NC,Buncombe,"37021"
-81.1529,36.85736,"1315",S2,UNCLEAR,VA,Wythe,"51197"
-81.15333,36.697,"1316",S2,NONE,VA,Grayson,"51077"
-81.18183,36.6554,"1317",S2,NONE,VA,Grayson,"51077"
-81.17063,36.64811,"1318",S2,Various,VA,Grayson,"51077"
-81.19581,36.63125,"1319",S2,River,VA,Grayson,"51077"
-81.64504,36.12561,"1320",S2,NONE,NC,Watauga,"37189"
-81.08381,36.69882,"1321",S2,NONE,VA,Grayson,"51077"
-81.01444,36.85305,"1322",S2,UNCLEAR,VA,Wythe,"51197"
-81.01445,36.85177,"1323",S2,UNCLEAR,VA,Wythe,"51197"
-82.30532,35.58367,"1324","PL,S2",Building,NC,Buncombe,"37021"
-82.30479,35.58382,"1325","PL,S2",Building,NC,Buncombe,"37021"
-82.27756,35.51183,"1326","PL,UA",Road,NC,Buncombe,"37021"
-82.27695,35.51169,"1327","PL,UA",Road,NC,Buncombe,"37021"
-82.29745,35.58221,"1328",PL,Road,NC,Buncombe,"37021"
-82.29286,35.58279,"1329",PL,Road,NC,Buncombe,"37021"
-82.32525,35.58052,"1330",S2,NONE,NC,Buncombe,"37021"
-82.30911,35.57423,"1331","PL,S2",Road,NC,Buncombe,"37021"
-82.31504,35.56774,"1332","PL,S2",Road,NC,Buncombe,"37021"
-82.27885,35.76727,"1333","PL,S2",River,NC,Yancey,"37199"
-82.27816,35.76606,"1334","PL,S2",River,NC,Yancey,"37199"
-82.3198,35.75927,"1335",S2,River,NC,Yancey,"37199"
-82.31515,35.76032,"1336",S2,River,NC,Yancey,"37199"
-82.31945,35.75427,"1337",S2,River,NC,Yancey,"37199"
-82.33901,35.44764,"1338","PL,S2",NONE,NC,Henderson,"37089"
-82.32162,35.74049,"1339",S2,UNCLEAR,NC,Yancey,"37199"
-82.32185,35.74195,"1340",S2,River,NC,Yancey,"37199"
-82.35181,35.44425,"1341",PL,NONE,NC,Henderson,"37089"
-82.32196,35.76701,"1342",S2,UNCLEAR,NC,Yancey,"37199"
-82.36964,35.44428,"1343","PL,S2",NONE,NC,Henderson,"37089"
-82.31298,35.76592,"1344",S2,UNCLEAR,NC,Yancey,"37199"
-82.35825,35.43838,"1345","PL,S2",Road,NC,Henderson,"37089"
-82.41008,35.40128,"1346","PL,S2",Building,NC,Henderson,"37089"
-82.31462,35.76262,"1347",S2,River,NC,Yancey,"37199"
-82.31362,35.7631,"1348",S2,River,NC,Yancey,"37199"
-82.3142,35.76112,"1349",S2,River,NC,Yancey,"37199"
-82.31451,35.75886,"1350",S2,River,NC,Yancey,"37199"
-82.50118,35.52279,"1351","PL,S2",NONE,NC,Buncombe,"37021"
-82.32728,35.76866,"1352",S2,River,NC,Yancey,"37199"
-82.32809,35.77007,"1353",S2,River,NC,Yancey,"37199"
-82.32843,35.771,"1354",S2,River,NC,Yancey,"37199"
-82.32561,35.77149,"1355",S2,River,NC,Yancey,"37199"
-82.32501,35.77312,"1356",S2,River,NC,Yancey,"37199"
-82.3262,35.77364,"1357",S2,River,NC,Yancey,"37199"
-82.32367,35.77601,"1358",S2,UNCLEAR,NC,Yancey,"37199"
-82.32304,35.7932,"1359",S2,UNCLEAR,NC,Yancey,"37199"
-82.31981,35.79536,"1360",S2,UNCLEAR,NC,Yancey,"37199"
-82.32624,35.79625,"1361",S2,UNCLEAR,NC,Yancey,"37199"
-82.38764,35.48144,"1362","PL,S2",Road,NC,Buncombe,"37021"
-82.33461,35.77754,"1363",S2,UNCLEAR,NC,Yancey,"37199"
-82.29014,35.78796,"1364",S2,Various,NC,Yancey,"37199"
-82.28948,35.78796,"1365",S2,Various,NC,Yancey,"37199"
-82.28841,35.78858,"1366",S2,Various,NC,Yancey,"37199"
-82.29413,35.783,"1367",S2,Other,NC,Yancey,"37199"
-82.2923,35.81072,"1368",S2,UNCLEAR,NC,Yancey,"37199"
-82.33477,35.81438,"1369",S2,Various,NC,Yancey,"37199"
-82.33311,35.81639,"1370",S2,Various,NC,Yancey,"37199"
-82.33583,35.83011,"1371",S2,Road,NC,Yancey,"37199"
-82.33532,35.83129,"1372",S2,Road,NC,Yancey,"37199"
-82.34179,35.81974,"1373",S2,Road,NC,Yancey,"37199"
-82.32833,35.84466,"1374",S2,Various,NC,Yancey,"37199"
-83.05276,36.14853,"1375",S2,UNCLEAR,TN,Greene,"47059"
-82.84335,36.20971,"1376",S2,Road,TN,Greene,"47059"
-81.7673,35.99315,"1377","S2,UA",NONE,NC,Caldwell,"37027"
-82.90412,36.15466,"1378",S2,Road,TN,Greene,"47059"
-82.36279,35.24078,"1379",S2,NONE,NC,Henderson,"37089"
-82.38885,35.24942,"1380","PL,UA",UNCLEAR,NC,Henderson,"37089"
-82.38917,35.24997,"1381","PL,UA",UNCLEAR,NC,Henderson,"37089"
-82.38971,35.25068,"1382","PL,UA",UNCLEAR,NC,Henderson,"37089"
-82.39036,35.2525,"1383","PL,UA",UNCLEAR,NC,Henderson,"37089"
-82.29022,35.28276,"1384","NO,S2",River,NC,Polk,"37149"
-82.32588,35.89029,"1385",S2,NONE,NC,Yancey,"37199"
-82.32039,35.89132,"1386",S2,River,NC,Yancey,"37199"
-82.2567,35.39437,"1387",S2,NONE,NC,Polk,"37149"
-82.16132,35.76646,"1388","S2,UA",Road,NC,McDowell,"37111"
-82.18561,35.76233,"1389","S2,UA",NONE,NC,Yancey,"37199"
